punitive.a.01	2	inflicting punishment
interior_decoration.n.01	2	decoration consisting of the layout and furnishings of a livable interior
grace.n.02	2	elegance and beauty of movement or expression
gracefulness.n.01	2	beautiful carriage
costume.n.04	2	the attire characteristic of a country or a time or a social class
caparison.n.01	2	stable gear consisting of a decorated covering for a horse, especially (formerly) for a warhorse
jeweler.n.02	2	someone in the business of selling jewelry
jewelry_maker.n.01	2	someone who makes jewelry
incrustation.n.03	2	a decorative coating of contrasting material that is applied to a surface as an inlay or overlay
sequin.n.01	2	adornment consisting of a small piece of shiny material used to decorate clothing
coat_of_arms.n.01	2	the official symbols of a family, state, etc.
braid.n.02	2	trimming used to decorate clothes or curtains
festoon.n.03	2	flower chains suspended in curves between points as a decoration
flower_chain.n.01	2	flowers strung together in a chain
foliation.n.03	2	(architecture) leaf-like architectural ornament
fret.n.03	2	an ornamental pattern consisting of repeated vertical and horizontal lines (often in relief)
fringe.n.06	2	an ornamental border consisting of short lengths of hanging threads or tassels
landscape_architect.n.01	2	someone who arranges features of the landscape or garden attractively
garden.n.01	2	a plot of ground where plants are cultivated
plot.n.02	2	a small area of ground covered by specific vegetation
paneling.n.01	2	a panel or section of panels in a wall or door
purl.n.01	2	gold or silver wire thread
scallop.n.01	2	one of a series of rounded projections (or the notches between them) formed by curves along an edge (as the edge of a leaf or piece of cloth or the margin of a shell or a shriveled red blood cell observed in a hypertonic solution etc.)
tinsel.n.01	2	a showy decoration that is basically valueless
tinsel.n.02	2	a thread with glittering metal foil attached
lodge.n.04	2	a small (rustic) house used as a temporary shelter
guest.n.01	2	a visitor to whom hospitality is extended
boarder.n.03	2	a pupil who lives at school during term time
schoolchild.n.01	2	a young person attending school (up through senior high school)
young_person.n.01	2	a young person (especially a young man or boy)
promissory.a.01	2	relating to or having the character of a promise
promisee.n.01	2	a person to whom a promise is made
witness.n.04	2	(law) a person who attests to the genuineness of a document or signature by adding their own signature
swearer.n.02	2	someone who takes a solemn oath
socializer.n.01	2	a person who takes part in social activities
competitive.a.01	2	involving competition or competitiveness
conclusive.a.01	2	forming an end or termination; especially putting an end to doubt or question
decisive.a.03	2	characterized by decision and firmness
deciding.s.01	2	having the power or quality of deciding
problem_solver.n.01	2	a thinker who focuses on the problem as stated and tries to synthesize information and knowledge to achieve a solution
speck.n.01	2	a very small spot
derogative.s.01	2	expressive of low opinion
negligent.a.01	2	characterized by neglect and undue lack of concern
development.n.07	2	a state in which things are improving; the result of developing (as in the early part of a game of chess)
die.n.01	2	a small cube with 1 to 6 spots on the six faces; used in gambling to generate random numbers
cube.n.05	2	a block in the (approximate) shape of a cube
loiterer.n.01	2	someone who lingers aimlessly in or about a place
technique.n.01	2	a practical method or art applied to some particular task
mimic.n.01	2	someone who mimics (especially an actor or actress)
pair.n.01	2	a set of two similar things considered as a unit
neighbor.n.01	2	a person who lives (or is located) near another
neighbor.n.02	2	a nearby object of the same kind
adherent.s.01	2	sticking fast
gummed_label.n.01	2	an adhesive label
net.n.06	2	an open fabric of string or rope or wire woven together at regular intervals
cellulose_tape.n.01	2	transparent or semitransparent adhesive tape (trade names Scotch tape and Sellotape) used for sealing or attaching or mending
adhesive_tape.n.01	2	tape coated with adhesive
paper_fastener.n.01	2	a fastener for holding a sheet of paper in place
tack.n.02	2	a short nail with a sharp point and a large head
baster.n.02	2	a sewer who fastens a garment with long loose stitches
shell.n.08	2	the housing or outer covering of something
enclosure.n.03	2	a naturally enclosed space
corset.n.01	2	a woman's close-fitting foundation garment
foundation_garment.n.01	2	a woman's undergarment worn to give shape to the contours of the body
rail.n.04	2	a horizontal bar (usually of wood or metal)
shore.n.01	2	the land along the edge of a body of water
swathe.n.01	2	an enveloping bandage
inflater.n.01	2	an air pump operated by hand to inflate something (as a tire)
air_pump.n.01	2	a pump that moves air in or out of something
tobacco.n.01	2	leaves of the tobacco plant dried and prepared for smoking or ingestion
liner.n.03	2	a piece of cloth that is used as the inside surface of a garment
sacking.n.01	2	coarse fabric used for bags or sacks
catheter.n.01	2	a thin flexible tube inserted into the body to permit introduction or withdrawal of fluids or to keep the passageway open
injectable.a.01	2	(used of drugs) capable of being injected
injection.n.02	2	any solution that is injected (as into the skin)
invagination.n.01	2	the condition of being folded inward or sheathed
affirmative.a.01	2	affirming or giving assent
claim.n.02	2	an assertion that something is true or factual
reassertion.n.01	2	renewed affirmation
expiatory.a.01	2	having power to atone for or offered by way of expiation or propitiation
atonement.n.01	2	compensation for a wrong
justifiable.s.01	2	capable of being justified
rationalization.n.01	2	the cognitive process of making something seem consistent with or based on reason
pardoner.n.02	2	a medieval cleric who raised money for the church by selling papal indulgences
pardon.n.02	2	a warrant granting release from punishment for an offense
compromise.n.02	2	an accommodation in which both sides make concessions
conciliation.n.01	2	the state of manifesting goodwill and cooperation after being reconciled
plea_bargain.n.01	2	(criminal law) a negotiation in which the defendant agrees to enter a plea of guilty to a lesser charge and the prosecutor agrees to drop a more serious charge
closure.n.02	2	a rule for limiting or ending debate in a deliberative body
death.n.04	2	the time when something ends
magnification.n.02	2	the ratio of the size of an image to the size of the object
amplifier.n.01	2	electronic equipment that increases strength of signals passing through it
hyperbole.n.01	2	extravagant exaggeration
rise.n.09	2	an increase in cost
raise.n.01	2	the amount a salary is increased
bull.n.06	2	an investor with an optimistic market outlook; an investor who expects prices to rise and so buys now for resale later
energy.n.02	2	forceful exertion
force.n.03	2	physical energy or intensity
energy.n.05	2	a healthy capacity for vigorous activity
branch.n.05	2	a stream or river connected to a larger one
addition.n.03	2	a quantity that is added
intumescence.n.01	2	swelling up with blood or other fluids (as with congestion)
multiplicative.s.01	2	tending or having the power to multiply or increase in number or quantity or degree
compressor.n.01	2	a mechanical device that compresses gasses
quadruplicate.n.01	2	any four copies; any of four things that correspond to one another exactly
quadruple.n.02	2	a quantity that is four times as great as another
triplicate.n.01	2	one of three copies; any of three things that correspond to one another exactly
smart.n.01	2	a kind of pain such as that caused by a wound or a burn or a sore
afflictive.s.01	2	causing misery or pain or distress
constipation.n.01	2	irregular and infrequent or difficult evacuation of the bowels; can be a symptom of intestinal obstruction or diverticulitis
burn.n.01	2	pain that feels hot as if it were on fire
sting.n.03	2	a painful wound caused by the thrust of an insect's stinger into skin
disfigurement.n.01	2	an appearance that has been spoiled or is misshapen
blister.n.03	2	(pathology) an elevation of the skin filled with serous fluid
vesicle.n.01	2	a small anatomically normal sac or bladderlike structure (especially one containing fluid)
sac.n.04	2	a structure resembling a bag in an animal
vesicatory.s.01	2	causing blisters
dysphemistic.a.01	2	substitute a harsher or distasteful term for a mild one
offensive.a.03	2	causing anger or annoyance
skin_disease.n.01	2	a disease affecting the skin
callosity.n.01	2	an area of skin that is thick or hard from continual pressure or friction (as the sole of the foot)
tormenter.n.02	2	a flat at each side of the stage to prevent the audience from seeing into the wings
flat.n.06	2	scenery consisting of a wooden frame covered with painted canvas; part of a stage setting
scenery.n.01	2	the painted structures of a stage set that are intended to suggest a particular locale
stage_set.n.01	2	representation consisting of the scenery and other properties used to identify the location of a dramatic production
rack.n.04	2	an instrument of torture that stretches or disjoints or mutilates victims
instrument_of_torture.n.01	2	an instrument of punishment designed and used to inflict torture on the condemned person
torture.n.02	2	unbearable physical pain
gangrene.n.01	2	necrotic tissue; a mortified or gangrenous part or mass
alcoholism.n.01	2	habitual intoxication; prolonged and excessive intake of alcoholic drinks leading to a breakdown in health and an addiction to alcohol such that abrupt deprivation leads to severe withdrawal symptoms
drug_addiction.n.01	2	an addiction to a drug (especially a narcotic drug)
inflammatory.s.01	2	characterized or caused by inflammation
inflammation.n.01	2	a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat
irritating.s.02	2	(used of physical stimuli) serving to stimulate or excite
sensitization.n.01	2	the state of being sensitive (as to an antigen)
sensitivity.n.04	2	susceptibility to a pathogen
susceptibility.n.01	2	the state of being susceptible; easily affected
oppressive.s.02	2	marked by unjust severity or arbitrary behavior
twinge.n.02	2	a sharp stab of pain
trampler.n.01	2	someone who injures by trampling
victimizer.n.01	2	a person who victimizes others
monster.n.04	2	a cruel wicked and inhuman person
devil.n.02	2	an evil supernatural being
evil_spirit.n.01	2	a spirit tending to cause harm
spirit.n.04	2	any incorporeal supernatural being that can become visible (or audible) to human beings
bore.n.01	2	a person who evokes boredom
bitterness.n.02	2	a rough and bitter manner
disagreeableness.n.02	2	an ill-tempered and offensive disposition
ventilation.n.02	2	a mechanical system in a building that provides fresh air
admixture.n.02	2	an additional ingredient that is added by mixing with the base
coherent.a.01	2	marked by an orderly, logical, and aesthetically consistent relation of parts
consolidative.s.01	2	combining into a single unit
consubstantiation.n.01	2	the doctrine of the High Anglican Church that after the consecration of the Eucharist the substance of the body and blood of Christ coexists with the substance of the consecrated bread and wine
oxidative.s.01	2	taking place in the presence of oxygen
puddle.n.01	2	a mixture of wet clay and sand that can be used to line a pond and that is impervious to water when dry
tripper.n.04	2	a catch mechanism that acts as a switch
agitator.n.01	2	one who agitates; a political troublemaker
arousal.n.03	2	awakening from sleep
wakefulness.n.01	2	a periodic state during which you are conscious and aware of the world
waker.n.01	2	someone who rouses others from sleep
turn-on.n.01	2	something causing excitement or stimulating interest
vitalization.n.01	2	the state of being vitalized and filled with life
boiler.n.01	2	sealed vessel where water is converted to steam
pot.n.01	2	metal or earthenware cooking vessel that is usually round and deep; often has a handle and lid
pasteur.n.01	2	French chemist and biologist whose discovery that fermentation is caused by microorganisms resulted in the process of pasteurization (1822-1895)
polluter.n.01	2	a person or organization that causes pollution of the environment
blotch.n.01	2	an irregularly shaped spot
contaminative.s.01	2	making impure by contact or mixing
offset.n.05	2	a plate makes an inked impression on a rubber-blanketed cylinder, which in turn transfers it to the paper
incandescence.n.02	2	light from heat
blue.n.01	2	blue color or pigment; resembling the color of the clear sky in the daytime
black.n.01	2	the quality or state of the achromatic color of least lightness (bearing the least resemblance to white)
complexion.n.01	2	the coloring of a person's face
bleaching_agent.n.01	2	an agent that makes things white or colorless
rouge.n.01	2	makeup consisting of a pink or red powder applied to the cheeks
crimson.n.01	2	a deep and vivid red color
brown.n.01	2	an orange of low brightness and saturation
coloring.n.01	2	a digestible substance used to give color to food
dye.n.01	2	a usually soluble substance for staining or coloring e.g. fabrics or hair
hue.n.01	2	the quality of a color as determined by its dominant wavelength
ash_grey.n.01	2	a light shade of grey
tincture.n.01	2	a substances that colors metals
toner.n.01	2	a solution containing chemicals that can change the color of a photographic print
bendable.s.01	2	capable of being bent or flexed or twisted without breaking
bender.n.01	2	a tool for bending
block.n.03	2	a three-dimensional shape with six square or rectangular sides
flute.n.03	2	a groove or furrow in cloth etc (particularly a shallow concave groove on the shaft of a column)
form.n.07	2	the visual appearance of something or someone
form.n.16	2	a mold for setting concrete
hill.n.01	2	a local and well-defined elevation of the land
machinist.n.01	2	a craftsman skilled in operating machine tools
roughcast.n.02	2	a rough preliminary model
square.n.07	2	any artifact having a shape similar to a plane geometric figure with four equal sides and four right angles
workshop.n.01	2	small workplace where handcrafts or manufacturing are done
dehydration.n.02	2	depletion of bodily fluids
infirmity.n.01	2	the state of being weak in health or body (especially from old age)
languisher.n.01	2	a person who languishes
reinforcing_stimulus.n.01	2	(psychology) a stimulus that strengthens or weakens the behavior that produced it
vegetative.a.01	2	of or relating to an activity that is passive and monotonous
lamp.n.01	2	an artificial source of visible illumination
tinkerer.n.01	2	an unskilled person who tries to fix or mend
mend.n.01	2	sewing that repairs a worn or torn hole (especially in a garment)
estivation.n.01	2	(zoology) cessation or slowing of activity during the summer; especially slowing of metabolism in some animals during a hot or dry period
cocaine.n.01	2	a narcotic (alkaloid) extracted from coca leaves; used as a surface anesthetic or taken for pleasure; can become powerfully addictive
hard_drug.n.01	2	a narcotic that is considered relatively strong and likely to cause addiction
cleft.n.01	2	a split or indentation in something (as the palate or chin)
trencher.n.01	2	someone who digs trenches
honeycomb.n.02	2	a framework of hexagonal cells resembling the honeycomb built by bees
notch.n.01	2	a V-shaped indentation
score.n.08	2	a slight surface cut (especially a notch that is made to keep a tally)
cool.n.01	2	the quality of being at a refreshingly low temperature
coolant.n.01	2	a fluid agent (gas or liquid) that produces cooling; especially one used to cool a system by transferring heat away from one part to another
chill.n.01	2	coldness due to a cold environment
bobtail.n.01	2	a short or shortened tail of certain animals
chopper.n.02	2	informal terms for a human `tooth'
hack.n.04	2	a tool (as a hoe or pick or mattock) used for breaking up the surface of the soil
clipper.n.03	2	shears for cutting grass or shrubbery (often used in the plural)
pruner.n.01	2	a worker who thins out and trims trees and shrubs
garden_tool.n.01	2	used for working in gardens or yards
fillet.n.02	2	a longitudinal slice or boned side of a fish
fillet.n.01	2	a boneless steak cut from the tenderloin of beef
beefsteak.n.01	2	a beef steak usually cooked by broiling
steak.n.01	2	a slice of meat cut from the fleshy part of an animal or large fish
stabber.n.01	2	someone who stabs another person
pollard.n.01	2	a tree with limbs cut back to promote a more bushy growth of foliage
razor.n.01	2	edge tool used in shaving
shearer.n.02	2	a workman who uses shears to cut leather or metal or textiles
slicer.n.02	2	a machine for cutting; usually with a revolving blade
slit.n.01	2	a long narrow opening
undercut.n.01	2	the material removed by a cut made underneath
communism.n.01	2	a form of socialism that abolishes private ownership
communism.n.02	2	a political theory favoring collectivism in a classless society
commune.n.01	2	the smallest administrative district of several European countries
commune.n.02	2	a body of people or families living together and sharing everything
bolshevik.n.02	2	a Russian member of the left-wing majority group that followed Lenin and eventually became the Russian communist party
communist.n.02	2	a socialist who advocates communism
socialist.n.01	2	a political advocate of socialism
collective.n.01	2	members of a cooperative enterprise
riskiness.n.01	2	a state of danger involving risk
cookout.n.01	2	an informal meal cooked and eaten outdoors
concentrate.n.02	2	a concentrated form of a foodstuff; the bulk is reduced by removing water
stew.n.02	2	food prepared by stewing especially meat or fish with vegetables
fryer.n.01	2	flesh of a medium-sized young chicken suitable for frying
spice.n.02	2	any of a variety of pungent aromatic vegetable substances used for flavoring food
ammonia.n.02	2	a pungent gas compounded of nitrogen and hydrogen (NH3)
fluoride.n.01	2	a salt of hydrofluoric acid
halide.n.01	2	a salt of any halogen acid
nitrogen.n.01	2	a common nonmetallic element that is normally a colorless odorless tasteless inert diatomic gas; constitutes 78 percent of the atmosphere by volume; a constituent of all living tissues
sulfur.n.01	2	an abundant tasteless odorless multivalent nonmetallic element; best known in yellow crystals; occurs in many sulphide and sulphate minerals and even in native form (especially in volcanic regions)
astringent.a.02	2	tending to draw together or constrict soft organic tissue
astringent.n.01	2	a drug that causes contraction of body tissues and canals
constriction.n.01	2	a narrowing that reduces the flow through a channel
convulsive.s.01	2	affected by involuntary jerky muscular contractions; resembling a spasm
tamp.n.01	2	a tool for tamping (e.g., for tamping tobacco into a pipe bowl or a charge into a drill hole etc.)
press.n.07	2	any machine that exerts pressure to form or shape or cut materials or extract liquids or compress solids
tucker.n.03	2	a sewer who tucks
daze.n.02	2	confusion characterized by lack of clarity
privacy.n.02	2	the condition of being concealed or hidden
vestment.n.01	2	gown (especially ceremonial garments) worn by the clergy
taper.n.02	2	the property possessed by a shape that narrows toward a point (as a wedge or cone)
point.n.15	2	sharp end
sharpener.n.01	2	any implement that is used to make something (an edge or a point) sharper
reversible.s.03	2	capable of being reversed
reverse.n.01	2	a relation of direct opposition
introversive.a.01	2	directed inward; marked by interest in yourself or concerned with inner feelings
dump_truck.n.01	2	truck whose contents can be emptied without handling; the front end of the platform can be pneumatically raised so that the load is discharged by gravity
mystification.n.02	2	something designed to mystify or bewilder
mystery.n.01	2	something that baffles understanding and cannot be explained
blueprint.n.01	2	something intended as a guide for making something else
italic.n.01	2	a style of handwriting with the letters slanting to the right
longhand.n.01	2	rapid handwriting in which letters are set down in full and are cursively connected within words without lifting the writing implement from the paper
italic.n.03	2	a typeface with letters slanting upward to the right
error.n.07	2	part of a statement that is not correct
compositor.n.01	2	one who sets written material into type
useable.s.02	2	capable of being put to use
functional.s.04	2	fit or ready for use or service
available.s.03	2	convenient for use or disposal
dipper.n.01	2	a ladle that has a cup with a long handle
plunger.n.03	2	hand tool consisting of a stick with a rubber suction cup at one end; used to clean clogged drains
marinade.n.01	2	mixtures of vinegar or wine and oil with various spices and seasonings; used for soaking foods before cooking
sop.n.01	2	piece of solid food for dipping in a liquid
automaton.n.01	2	someone who acts or responds in a mechanical or apathetic way
tangle.n.01	2	a twisted and tangled mass that is highly interwoven
scrambler.n.03	2	electronic equipment that makes speech unintelligible during transmission and restores it at reception
mess.n.01	2	a state of confusion and disorderliness
hookup.n.02	2	a system of components assembled together for a particular purpose
bridgeable.a.01	2	capable of being connected by a bridge or as if by a bridge
bridge.n.01	2	a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.
brand.n.02	2	a recognizable kind
channel.n.02	2	a passage for water (or other fluids) to flow through
battlement.n.01	2	a rampart built around the top of a castle with regular gaps for firing arrows or guns
lock.n.04	2	enclosure consisting of a section of canal that can be closed to control the water level; used to raise or lower vessels that pass through it
lockage.n.02	2	a system of locks in a canal or waterway
mount.n.04	2	a mounting consisting of a piece of metal (as in a ring or other jewelry) that holds a gem in place
ovum.n.01	2	the female reproductive cell; the female gamete
gamete.n.01	2	a mature sexual reproductive cell having a single set of unpaired chromosomes
reproductive_cell.n.01	2	a spermatozoon or an ovum; a cell responsible for transmitting DNA to the next generation
cell.n.02	2	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals
output.n.05	2	what is produced in a given time period
wattle.n.02	2	framework consisting of stakes interwoven with branches to form a fence
survivor.n.01	2	one who lives through affliction
transcendent.s.01	2	exceeding or surpassing usual limits especially in excellence
transcendent.s.02	2	beyond and outside the ordinary range of human experience or understanding
excessive.s.01	2	beyond normal limits
best.n.02	2	the person who is most outstanding or excellent; someone who tops all others
simplification.n.01	2	an explanation that omits superfluous details and reduces complexity
leveler.n.01	2	a radical who advocates the abolition of social distinctions
drum_sander.n.01	2	a power tool used for sanding wood; an endless loop of sandpaper is moved at high speed by an electric motor
steamroller.n.02	2	vehicle equipped with heavy wide smooth rollers for compacting roads and pavements
rescindable.s.01	2	capable of being rescinded or voided
eraser.n.01	2	an implement used to erase something
eliminator.n.01	2	an agent that eliminates something
shade.n.01	2	relative darkness caused by light rays being intercepted by an opaque body
lodgment.n.02	2	the state or quality of being lodged or fixed even temporarily
dibble.n.01	2	a wooden hand tool with a pointed end; used to make holes in the ground for planting seeds or bulbs
spear.n.02	2	an implement with a shaft and barbed point used for catching fish
punch.n.03	2	a tool for making holes or indentations
spine.n.03	2	a small sharp-pointed tip resembling a spike on a stem or leaf
aculeus.n.01	2	a stiff sharp-pointed plant process
skewer.n.01	2	a long pin for holding meat in position while it is being roasted
obliger.n.01	2	someone who performs a service or does a favor
bottom.n.02	2	the lowest part of anything
cleat.n.01	2	a metal or leather projection (as from the sole of a shoe); prevents slipping
subtitle.n.01	2	translation of foreign dialogue of a movie or TV program; usually displayed at the bottom of the screen
charge.n.15	2	a quantity of explosive to be set off at one time
wire.n.02	2	a metal conductor that carries electricity over a distance
wireman.n.01	2	a worker who installs and repairs electric wiring
kit.n.02	2	gear consisting of a set of articles or tools for a specified purpose
glut.n.01	2	the quality of being so overabundant that prices fall
overabundance.n.02	2	a quantity that is more than what is appropriate
grate.n.01	2	a frame of iron bars to hold a fire
opening.n.06	2	opportunity especially for employment or promotion
rig.n.03	2	formation of masts, spars, sails, etc., on a vessel
staff.n.03	2	the body of teachers and administrators at a school
staff.n.01	2	personnel who assist their superior in carrying out an assigned task
reconstructive.s.01	2	helping to restore to good condition
reinstatement.n.01	2	the condition of being reinstated
bouncy.s.01	2	elastic; rebounds readily
resilience.n.01	2	the physical property of a material that can return to its original shape or position after deformation that does not exceed its elastic limit
glare.n.01	2	a light within the field of vision that is brighter than the brightness to which the eyes are adapted
flash.n.02	2	a momentary brightness
twinkler.n.01	2	an object that emits or reflects light in an intermittent flickering manner
luminescence.n.02	2	light from nonthermal sources
appointive.a.01	2	relating to the act of appointing
appointive.a.02	2	subject to appointment
appointee.n.02	2	a person who is appointed to a job or position
appointee.n.01	2	an official who is appointed
delegate.n.01	2	a person appointed or elected to represent others
deputation.n.01	2	a group of representatives or delegates
ordainer.n.01	2	a cleric who ordains; a cleric who admits someone to holy orders
crown.n.04	2	an ornamental jeweled headdress signifying sovereignty
crown_jewels.n.01	2	regalia (jewelry and other paraphernalia) worn by a sovereign on state occasions
regalia.n.01	2	paraphernalia indicative of royalty (or other high office)
jewelled_headdress.n.01	2	a headdress adorned with jewels
crown.n.01	2	the Crown (or the reigning monarch) as the symbol of the power and authority of a monarchy
male_aristocrat.n.01	2	a man who is an aristocrat
throne.n.01	2	the chair of state for a monarch, bishop, etc.
chair_of_state.n.01	2	a ceremonial chair for an exalted or powerful person
mandatary.n.01	2	the recipient of a mandate
mandator.n.01	2	an authority who issues a mandate
home.n.01	2	where you live at a particular time
residence.n.01	2	any address at which you dwell more than temporarily
arrival.n.03	2	someone who arrives (or has arrived)
port.n.01	2	a place (seaport or airport) where people and merchandise can enter or leave a country
vowel.n.01	2	a speech sound made with the vocal tract open
dishonor.n.02	2	lacking honor or integrity
tantalizer.n.01	2	someone who tantalizes; a tormentor who offers something desirable but keeps it just out of reach
tantalus.n.01	2	(Greek mythology) a wicked king and son of Zeus; condemned in Hades to stand in water that receded when he tried to drink and beneath fruit that receded when he reached for it
blasphemer.n.01	2	a person who speaks disrespectfully of sacred things
contempt.n.02	2	a manner that is generally disrespectful and contemptuous
discourtesy.n.02	2	a manner that is rude and insulting
resident.a.01	2	living in a particular place
livable.a.01	2	fit or suitable to live in or with
military_personnel.n.01	2	soldiers collectively
harbor.n.02	2	a place of refuge and comfort and security
refuge.n.03	2	a shelter from danger or hardship
harborage.n.01	2	(nautical) a place of refuge (as for a ship)
safety.n.02	2	a safe place
rustication.n.01	2	the condition naturally attaching to life in the country
stander.n.01	2	an organism (person or animal) that stands
impressive.a.01	2	making a strong or vivid impression
associative.a.01	2	characterized by or causing or resulting from the process of bringing ideas or events together in memory or imagination
junction.n.02	2	the state of being joined together
correlative.s.01	2	mutually related
correlation.n.01	2	a reciprocal relation between two or more things
correlation.n.03	2	a statistical relation between two or more variables such that systematic changes in the value of one variable are accompanied by systematic changes in the other
statistics.n.01	2	a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters
applied_mathematics.n.01	2	the branches of mathematics that are involved in the study of the physical or biological or sociological world
correlation_coefficient.n.01	2	a statistic representing how closely two variables co-vary; it can vary from -1 (perfect negative correlation) through 0 (no correlation) to +1 (perfect positive correlation)
parametric_statistic.n.01	2	any statistic computed by procedures that assume the data were drawn from a particular distribution
interrelation.n.01	2	mutual or reciprocal relation or relatedness
seer.n.02	2	an observer who perceives visually
starer.n.01	2	a viewer who gazes fixedly (often with hostility)
delusion.n.02	2	a mistaken or unfounded opinion or idea
incubator.n.01	2	apparatus consisting of a box designed to maintain a constant temperature by the use of a thermostat; used for chicks or premature infants
recliner.n.01	2	an armchair whose back can be lowered and foot can be raised to allow the sitter to recline in it
armchair.n.01	2	chair with a support on each side for arms
perch.n.01	2	support consisting of a branch or rod that serves as a resting place (especially for a bird)
sprawl.n.02	2	an ungainly posture with arms and legs spread about
advertence.n.01	2	the process of being heedful
coexistent.s.01	2	existing at the same time
preexistent.s.01	2	existing previously or before something
match.n.04	2	an exact duplicate
consistency.n.02	2	a harmonious uniformity or agreement among things or parts
uniformity.n.02	2	the quality of lacking diversity or variation (even to the point of boredom)
match.n.09	2	something that resembles or harmonizes with
symmetry.n.01	2	(mathematics) an attribute of a shape or relation; exact reflection of form on opposite sides of a dividing line or plane
blind.n.01	2	people who have severe visual impairments, considered as a group
bankruptcy.n.02	2	inability to discharge all your debts as they come due
insolvency.n.01	2	the lack of financial resources
negligence.n.02	2	the trait of neglecting responsibilities and lacking concern
failure.n.04	2	a person with a record of failing; someone who loses consistently
loser.n.03	2	a gambler who loses a bet
losings.n.01	2	something lost (especially money lost at gambling)
bifurcation.n.01	2	a bifurcating branch (one or both of them)
divider.n.02	2	a person who separates something into parts or groups
compartmentalization.n.01	2	a mild state of dissociation
disjunctive.a.01	2	serving or tending to divide or separate
divergent.a.02	2	tending to move apart in different directions
social_organization.n.01	2	the people in a society considered as a system organized by a characteristic pattern of relationships
electric_fan.n.01	2	a fan run by an electric motor
blower.n.01	2	a device that produces a current of air
respirator.n.01	2	a breathing device for administering long-term artificial respiration
inhalant.a.01	2	inhaling or serving for inhalation
inhalant.n.01	2	something that is inhaled
smoker.n.01	2	a person who smokes tobacco
sniffer.n.01	2	a person who sniffs
detonative.s.01	2	exploding almost instantaneously
grammatical_category.n.01	2	(grammar) a category of words having the same grammatical properties
capon.n.02	2	castrated male chicken
perfumery.n.01	2	perfumes in general
deodorant.n.01	2	a toiletry applied to the skin in order to mask unpleasant odors
scent.n.02	2	an odor left in passing by which a person or animal can be traced
malodor.n.01	2	a distinctive odor that is offensively unpleasant
agenda.n.01	2	a temporally organized plan for matters to be attended to
paragrapher.n.01	2	a writer of paragraphs (as for publication on the editorial page of a newspaper)
deductive.a.02	2	involving inferences from general principles
deductive.a.01	2	relating to logical deduction
generalization.n.04	2	(psychology) transfer of a response learned to one stimulus to a similar stimulus
generalization.n.01	2	reasoning from detailed facts to general principles
extrapolation.n.02	2	an inference about the future (or about some hypothetical situation) based on known facts and observations
syllogist.n.01	2	logician skilled in syllogistic reasoning
logician.n.01	2	a person skilled at symbolic logic
syllogism.n.01	2	deductive reasoning in which a conclusion is derived from two premises
feelings.n.01	2	emotional or moral sensitivity (especially in relation to personal principles or dignity)
sensitivity.n.03	2	sensitivity to emotional feelings (of self and others)
fill.n.01	2	a quantity sufficient to satisfy
old_age.n.01	2	a late time of life
lineage.n.01	2	the descendants of one individual
genealogy.n.01	2	successive generations of kin
dresser.n.03	2	a wardrobe assistant for an actor
hood.n.08	2	a headdress that protects the head and face
hood.n.09	2	protective covering consisting of a metal part that covers the engine
dress.n.01	2	a one-piece garment for a woman; has skirt and bodice
curvature.n.01	2	(medicine) a curving or bending; often abnormal
warp.n.02	2	a shape distorted by twisting or folding
bank.n.07	2	a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force
parachute.n.01	2	rescue equipment consisting of a device that fills with air and retards your fall
rescue_equipment.n.01	2	equipment used to rescue passengers in case of emergency
dregs.n.01	2	sediment that has settled at the bottom of a liquid
sediment.n.01	2	matter that has been deposited by some natural process
skydiver.n.01	2	a person who jumps from a plane and performs various gymnastic maneuvers before pulling the parachute cord
stumbler.n.01	2	a walker or runner who trips and almost falls
retiree.n.01	2	someone who has retired from active working
indifference.n.01	2	unbiased impartial unconcern
unconcern.n.02	2	a feeling of lack of concern
putrefactive.s.01	2	causing or promoting bacterial putrefaction
plaiter.n.01	2	someone who plaits (hair or fabric etc.)
twiner.n.01	2	someone who intertwines (e.g. threads) or forms something by twisting or interlacing
american.a.01	2	of or relating to the United States of America or its people or language or culture
anthropomorphism.n.01	2	the representation of objects (especially a god) as having human form or traits
archaism.n.01	2	the use of an archaic expression
archaist.n.01	2	a person who archaizes
coagulant.n.01	2	an agent that produces coagulation
democracy.n.02	2	a political system in which the supreme power lies in a body of citizens who can elect people to represent them
political_system.n.01	2	the members of a social organization who are in power
democracy.n.01	2	the political orientation of those who favor government by the people or by their elected representatives
demonization.n.01	2	to represent as diabolically evil
french.n.02	2	the people of France
nation.n.02	2	the people who live in a nation or country
sclerosis.n.01	2	any pathological hardening or thickening of tissue
inoculator.n.01	2	a medical practitioner who inoculates people against diseases
gelatin.n.02	2	an edible jelly (sweet or pungent) made with gelatin and used as a dessert or salad base or a coating for foods
jelly.n.02	2	a preserve made of the jelled juice of fruit
mechanization.n.01	2	the condition of having a highly technical implementation
rigidity.n.01	2	the physical property of being stiff and resisting bending
